,fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
5371,titles03/index.html.5476,tt1231583,Zanim odejdą wody (2010) ,stichtag schluss mit gem tlich,http://www.imdb.com/title/tt1231583/,6.6,217783.0,5700.0,2010.0,video.movie,0,0,95,1616,270,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5372,titles03/index.html.5477,tt1232776,Fish Tank (2009) ,fish tank,http://www.imdb.com/title/tt1232776/,7.3,36818.0,7380.0,2009.0,video.movie,20,22,8,908,102,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,titles03/index.html.5479,tt1232831,Kurôzu zero II (2009) ,kur zu zero ii,http://www.imdb.com/title/tt1232831/,7.3,2295.0,7980.0,2009.0,video.movie,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5374,titles03/index.html.548,tt0042650,Kon-Tiki (1950) ,kon tiki,http://www.imdb.com/title/tt0042650/,8.0,1225.0,4200.0,1950.0,video.movie,1,1,4,22,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5375,titles03/index.html.5481,tt1233576,Reykjavik-Rotterdam (2008) ,reykjav k rotterdam,http://www.imdb.com/title/tt1233576/,6.8,1531.0,5280.0,2008.0,video.movie,5,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5376,titles03/index.html.5482,tt1234654,Greenberg (2010) ,greenberg,http://www.imdb.com/title/tt1234654/,6.1,23925.0,6420.0,2010.0,video.movie,1,9,45,1009,141,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5377,titles03/index.html.5483,tt1234721,RoboCop (2014) ,robocop,http://www.imdb.com/title/tt1234721/,6.6,45479.0,7020.0,2014.0,video.movie,0,0,42,1923,362,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5378,titles03/index.html.5485,tt1235448,Smiertelna odwilz (2009) ,frozen etwas hat berlebt,http://www.imdb.com/title/tt1235448/,5.3,7890.0,5400.0,2009.0,video.movie,1,13,6,49,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5381,titles03/index.html.549,tt0042692,Światła varieté (1950) ,lichter des variet,http://www.imdb.com/title/tt0042692/,7.3,1493.0,5580.0,1950.0,video.movie,1,0,8,2,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5382,titles03/index.html.5493,tt1244754,Wyrok skazujacy (2010) ,betty anne waters,http://www.imdb.com/title/tt1244754/,7.2,28025.0,6420.0,2010.0,video.movie,6,4,54,712,100,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383,titles03/index.html.5494,tt1245112,[Rec]² (2009) ,rec,http://www.imdb.com/title/tt1245112/,6.6,42496.0,5100.0,2009.0,video.movie,5,3,10,5,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5384,titles03/index.html.5495,tt1245492,To już jest koniec (2013) ,das ist das ende,http://www.imdb.com/title/tt1245492/,6.9,197539.0,6420.0,2013.0,video.movie,6,7,61,2089,586,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,titles03/index.html.5496,tt1245701,AFI's 10 Top 10: America's 10 Greatest Films in 10 Classic Genres (2008) ,afi s top america s greatest films in classic genres tv movie,http://www.imdb.com/title/tt1245701/,7.2,77.0,7920.0,2008.0,video.movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5387,titles03/index.html.5498,tt1247692,Cale zycie z wariatami (2009) ,shrink,http://www.imdb.com/title/tt1247692/,6.7,13282.0,6240.0,2009.0,video.movie,0,0,21,97,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,titles03/index.html.5501,tt1250777,Kick-Ass (2010) ,kick ass,http://www.imdb.com/title/tt1250777/,7.8,328140.0,7020.0,2010.0,video.movie,7,30,119,7291,783,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,titles03/index.html.5502,tt1251757,W nurcie życia (2009) ,middle men,http://www.imdb.com/title/tt1251757/,6.5,29685.0,6300.0,2009.0,video.movie,0,0,61,295,28,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5392,titles03/index.html.5503,tt1252602,La femme invisible (d'après une histoire vraie) (2009) ,la femme invisible d apr s une histoire vraie,http://www.imdb.com/title/tt1252602/,5.9,89.0,5400.0,2009.0,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5396,titles03/index.html.5509,tt1258120,Bojownicy z czerwonego afisza (2009) ,l arm e du crime,http://www.imdb.com/title/tt1258120/,6.6,2146.0,8340.0,2009.0,video.movie,1,0,14,13,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5397,titles03/index.html.5510,tt1259521,Dom w głębi lasu (2011) ,the cabin in the woods,http://www.imdb.com/title/tt1259521/,7.1,197627.0,5700.0,2012.0,video.movie,8,13,37,2075,877,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5398,titles03/index.html.5511,tt1259571,Saga 'Zmierzch': Księżyc w nowiu (2009) ,new moon biss zur mittagsstunde,http://www.imdb.com/title/tt1259571/,4.6,181568.0,7800.0,2009.0,video.movie,16,19,225,14255,905,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5399,titles03/index.html.5512,tt1259573,Wilcze prawo: 1983 (TV Movie 2009) ,red riding in the year of our lord,http://www.imdb.com/title/tt1259573/,7.3,4589.0,6000.0,2009.0,video.movie,0,0,9,9,25,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5400,titles03/index.html.5513,tt1259574,Wilcze prawo: 1974 (TV Movie 2009) ,red riding in the year of our lord,http://www.imdb.com/title/tt1259574/,7.1,7544.0,6120.0,2009.0,video.movie,4,9,9,35,38,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5403,titles03/index.html.5516,tt1260567,Dark House (2009) ,dark house,http://www.imdb.com/title/tt1260567/,5.0,1632.0,5100.0,2009.0,video.movie,1,2,2,138,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5404,titles03/index.html.5518,tt1262981,Najlepszy ojciec swiata (2009) ,world s greatest dad,http://www.imdb.com/title/tt1262981/,7.0,22506.0,5940.0,2009.0,video.movie,0,0,22,227,109,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,titles03/index.html.5519,tt1263670,Szalone serce (2009) ,crazy heart,http://www.imdb.com/title/tt1263670/,7.3,51954.0,6720.0,2009.0,video.movie,25,14,68,2681,210,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5406,titles03/index.html.5520,tt1264904,Mikołajek (2009) ,der kleine nick,http://www.imdb.com/title/tt1264904/,7.2,6544.0,5460.0,2009.0,video.movie,0,0,12,11,14,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5408,titles03/index.html.5524,tt1270798,X-Men: Pierwsza klasa (2011) ,x men erste entscheidung,http://www.imdb.com/title/tt1270798/,7.8,344481.0,7920.0,2011.0,video.movie,6,17,80,12346,657,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5411,titles03/index.html.553,tt0042810,Morning Departure (1950) ,die nacht begann am morgen,http://www.imdb.com/title/tt0042810/,7.1,384.0,5820.0,1950.0,video.movie,0,0,2,2,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5412,titles03/index.html.5530,tt1275863,Love Aaj Kal (2009) ,love aaj kal,http://www.imdb.com/title/tt1275863/,6.8,6923.0,7680.0,2009.0,video.movie,14,36,2,614,59,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5413,titles03/index.html.5531,tt1276419,Kochanek królowej (2012) ,die k nigin und der leibarzt,http://www.imdb.com/title/tt1276419/,7.6,20731.0,8220.0,2012.0,video.movie,18,27,13,525,62,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5414,titles03/index.html.5532,tt1276994,War Stories (TV Movie 2006) ,war stories tv movie,http://www.imdb.com/title/tt1276994/,8.4,9.0,7140.0,2006.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,titles03/index.html.5533,tt1277953,Madagaskar 3 (2012) ,madagascar flucht durch europa,http://www.imdb.com/title/tt1277953/,7.0,82063.0,5580.0,2012.0,video.movie,1,19,71,990,146,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,titles03/index.html.5534,tt1278480,Zombie Girl: The Movie (2009) ,zombie girl the movie,http://www.imdb.com/title/tt1278480/,7.1,356.0,5340.0,2009.0,video.movie,1,0,10,54,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,titles03/index.html.5535,tt1279935,Nocna randka (2010) ,date night gangster f r eine nacht,http://www.imdb.com/title/tt1279935/,6.3,102933.0,5280.0,2010.0,video.movie,4,7,46,2513,195,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5418,titles03/index.html.5536,tt1280015,Zniszcz mu aparat (2010) ,smash his camera,http://www.imdb.com/title/tt1280015/,7.0,500.0,5220.0,2010.0,video.movie,1,3,9,113,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,titles03/index.html.5538,tt1284575,Zła kobieta (2011) ,bad teacher,http://www.imdb.com/title/tt1284575/,5.7,124646.0,5520.0,2011.0,video.movie,5,3,46,1571,282,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5422,titles03/index.html.5541,tt1286537,Korporacyjna zywnosc (2008) ,food inc,http://www.imdb.com/title/tt1286537/,7.9,32414.0,5640.0,2008.0,video.movie,6,10,16,6,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5424,titles03/index.html.5543,tt1286821,More Than a Game (2008) ,more than a game,http://www.imdb.com/title/tt1286821/,7.7,3388.0,6300.0,2008.0,video.movie,1,3,25,91,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5427,titles03/index.html.5547,tt1291580,Wielki Liberace (2013) ,liberace zuviel des guten ist wundervoll tv movie,http://www.imdb.com/title/tt1291580/,7.1,22539.0,7080.0,2013.0,video.movie,24,19,48,2155,129,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5429,titles03/index.html.555,tt0042869,Ruchome piaski (1950) ,quicksand,http://www.imdb.com/title/tt0042869/,6.7,1194.0,4740.0,1950.0,video.movie,0,0,7,6,58,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5432,titles03/index.html.5552,tt1292575,See prang (2008) ,see prang,http://www.imdb.com/title/tt1292575/,6.9,1501.0,7200.0,2008.0,video.movie,3,3,0,0,14,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5435,titles03/index.html.5555,tt1294688,Zeszłej nocy (2010) ,last night,http://www.imdb.com/title/tt1294688/,6.6,30221.0,5580.0,2010.0,video.movie,0,0,24,153,72,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5438,titles03/index.html.5558,tt1297919,Blitz (2011) ,blitz,http://www.imdb.com/title/tt1297919/,6.2,51579.0,5820.0,2011.0,video.movie,0,0,18,248,104,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5439,titles03/index.html.5559,tt1298554,Eva (2011) ,eva gef hle kann man nicht programmieren,http://www.imdb.com/title/tt1298554/,6.6,5244.0,5640.0,2011.0,video.movie,15,28,6,21,14,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5440,titles03/index.html.5560,tt1298649,Straż sąsiedzka (2012) ,the watch nachbarn der art,http://www.imdb.com/title/tt1298649/,5.7,80542.0,6120.0,2012.0,video.movie,0,0,9,1011,188,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5443,titles03/index.html.5564,tt1300851,Święci z Bostonu II - Dzień Wszystkich Świętych (2009) ,der blutige pfad gottes,http://www.imdb.com/title/tt1300851/,6.4,43377.0,7080.0,2009.0,video.movie,0,0,37,225,180,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5444,titles03/index.html.5566,tt1303828,Defendor (2009) ,defendor,http://www.imdb.com/title/tt1303828/,6.9,27790.0,6060.0,2009.0,video.movie,2,6,36,221,84,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5446,titles03/index.html.557,tt0042958,Skandal (1950) ,skandal,http://www.imdb.com/title/tt0042958/,7.5,1716.0,6240.0,1950.0,video.movie,0,0,10,0,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5449,titles03/index.html.5572,tt1308667,South Park: Imaginationland (Video 2008) ,south park imaginationland video,http://www.imdb.com/title/tt1308667/,8.5,2737.0,4020.0,2008.0,video.movie,0,0,0,0,6,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5450,titles03/index.html.5573,tt1309409,Afstiros katallilo (2008) ,afstiros katallilo,http://www.imdb.com/title/tt1309409/,6.2,617.0,6600.0,2008.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453,titles03/index.html.5576,tt1313092,Królestwo zwierząt (2010) ,animal kingdom,http://www.imdb.com/title/tt1313092/,7.3,36151.0,6780.0,2010.0,video.movie,36,36,26,1013,143,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5454,titles03/index.html.5577,tt1313104,Zatoka delfinów (2009) ,die bucht,http://www.imdb.com/title/tt1313104/,8.5,32257.0,5520.0,2009.0,video.movie,26,8,34,372,138,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5455,titles03/index.html.5578,tt1314655,Diabeł (2010) ,devil fahrstuhl zur h lle,http://www.imdb.com/title/tt1314655/,6.3,83012.0,4800.0,2010.0,video.movie,0,0,56,760,297,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5458,titles03/index.html.5582,tt1319718,Maly wielki wojownik (2010) ,little big soldier,http://www.imdb.com/title/tt1319718/,7.0,9508.0,5760.0,2010.0,video.movie,0,0,0,38,29,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459,titles03/index.html.5583,tt1320261,Podróże Guliwera (2010) ,gullivers reisen da kommt was gro es auf uns zu,http://www.imdb.com/title/tt1320261/,4.9,42438.0,5100.0,2010.0,video.movie,0,0,35,576,110,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5460,titles03/index.html.5584,tt1320291,Rafa (2010) ,the reef,http://www.imdb.com/title/tt1320291/,5.8,9081.0,5640.0,2010.0,video.movie,0,0,3,151,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5461,titles03/index.html.5585,tt1321509,Zgon na pogrzebie (2010) ,sterben will gelernt sein,http://www.imdb.com/title/tt1321509/,5.6,28268.0,5520.0,2010.0,video.movie,0,0,101,335,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5462,titles03/index.html.5586,tt1321870,Gangster Squad: Pogromcy mafii (2013) ,gangster squad,http://www.imdb.com/title/tt1321870/,6.8,133802.0,6780.0,2013.0,video.movie,1,1,112,2464,233,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,titles03/index.html.5587,tt1322894,Bernhard Victor Christoph Carl von Bülow genannt Loriot (TV Movie 2008) ,bernhard victor christoph carl von b low genannt loriot tv movie,http://www.imdb.com/title/tt1322894/,6.7,9.0,5400.0,2008.0,video.movie,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,titles03/index.html.5589,tt1323946,Pulse 3 (Video 2008) ,pulse video,http://www.imdb.com/title/tt1323946/,3.9,1304.0,5460.0,2008.0,video.movie,0,0,5,11,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5466,titles03/index.html.559,tt0043041,Długa droga do domu (1950) ,drei kehrten heim,http://www.imdb.com/title/tt0043041/,7.4,999.0,6360.0,1950.0,video.movie,0,0,8,3,34,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5467,titles03/index.html.5592,tt1327035,Dev.D (2009) ,dev d,http://www.imdb.com/title/tt1327035/,8.1,13521.0,8640.0,2009.0,video.movie,6,11,4,48,102,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5469,titles03/index.html.5594,tt1329241,Il solitario (2008) ,il solitario,http://www.imdb.com/title/tt1329241/,4.9,34.0,5100.0,2008.0,video.movie,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5470,titles03/index.html.5595,tt1329457,Gainsbourg (2010) ,gainsbourg der mann der die frauen liebte,http://www.imdb.com/title/tt1329457/,6.9,6666.0,7800.0,2010.0,video.movie,6,5,13,58,23,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5474,titles03/index.html.56,tt0018045,Le joueur d'échecs (1927) ,der schachspieler,http://www.imdb.com/title/tt0018045/,7.1,180.0,8100.0,1927.0,video.movie,0,0,6,4,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5475,titles03/index.html.560,tt0043067,Wyspa skarbów (1950) ,die schatzinsel,http://www.imdb.com/title/tt0043067/,7.0,3631.0,5760.0,1950.0,video.movie,0,0,21,467,44,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,titles03/index.html.5604,tt1334578,The Age of Believing: The Disney Live Action Classics (TV Movie 2008) ,the age of believing the disney live action classics tv movie,http://www.imdb.com/title/tt1334578/,7.4,87.0,4800.0,2008.0,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,titles03/index.html.5607,tt1337549,The Supermarket (2009) ,the supermarket,http://www.imdb.com/title/tt1337549/,6.2,20.0,6960.0,2009.0,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5481,titles03/index.html.5608,tt1337557,Die Tochter (2008) ,die tochter,http://www.imdb.com/title/tt1337557/,4.6,7.0,6000.0,2008.0,video.movie,0,0,6,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,titles03/index.html.5609,tt1339181,Take (2008) ,take,http://www.imdb.com/title/tt1339181/,6.9,53.0,3720.0,2008.0,video.movie,0,0,0,24,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483,titles03/index.html.5611,tt1340418,An American Girl: Chrissa Stands Strong (Video 2009) ,an american girl chrissa setzt sich durch video,http://www.imdb.com/title/tt1340418/,6.1,478.0,5460.0,2009.0,video.movie,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,titles03/index.html.5615,tt1343703,Twierdza Brzeska (2010) ,brestskaya krepost,http://www.imdb.com/title/tt1343703/,7.5,4881.0,8280.0,2010.0,video.movie,3,5,23,3,27,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5487,titles03/index.html.5616,tt1345531,Why Be Good? Sexuality &amp; Censorship in Early Cinema (2007) ,why be good sexuality censorship in early cinema,http://www.imdb.com/title/tt1345531/,5.7,71.0,4200.0,2007.0,video.movie,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,titles03/index.html.562,tt0043131,Where Danger Lives (1950) ,where danger lives,http://www.imdb.com/title/tt0043131/,6.7,1272.0,4920.0,1950.0,video.movie,0,0,2,2,34,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5491,titles03/index.html.5620,tt1351685,Jack: pogromca olbrzymów (2013) ,jack and the giants,http://www.imdb.com/title/tt1351685/,6.3,77069.0,6840.0,2013.0,video.movie,2,3,79,1647,180,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,titles03/index.html.5621,tt1352388,Nude Nuns with Big Guns (2010) ,nude nuns with big guns,http://www.imdb.com/title/tt1352388/,3.9,4106.0,5460.0,2010.0,video.movie,0,0,15,84,51,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5494,titles03/index.html.5623,tt1356864,"Joaquin Phoenix: Jestem, jaki jestem (2010) ",i m still here,http://www.imdb.com/title/tt1356864/,6.2,11405.0,6480.0,2010.0,video.movie,1,0,9,649,101,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5498,titles03/index.html.5628,tt1366344,Facet do dziecka (2011) ,bad sitter,http://www.imdb.com/title/tt1366344/,5.7,48813.0,4860.0,2011.0,video.movie,0,0,25,828,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,titles03/index.html.5630,tt1368116,Merantau (2009) ,merantau,http://www.imdb.com/title/tt1368116/,6.7,4958.0,8040.0,2009.0,video.movie,1,0,3,220,30,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,titles03/index.html.5632,tt1371630,Dmuchana lala (2009) ,k ki ningy,http://www.imdb.com/title/tt1371630/,7.0,3073.0,7500.0,2009.0,video.movie,1,3,0,2,26,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504,titles03/index.html.5635,tt1375670,Duże dzieci (2010) ,kindsk pfe,http://www.imdb.com/title/tt1375670/,5.9,132374.0,6120.0,2010.0,video.movie,3,4,41,1806,293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5509,titles03/index.html.5640,tt1381404,Reguła milczenia (2012) ,the company you keep die akte grant,http://www.imdb.com/title/tt1381404/,6.4,18758.0,7500.0,2012.0,video.movie,2,1,48,669,97,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5511,titles03/index.html.5642,tt1384590,Zielona latarnia: Pierwszy lot (Video 2009) ,green lantern first flight video,http://www.imdb.com/title/tt1384590/,7.1,7387.0,4620.0,2009.0,video.movie,0,0,13,160,27,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,titles03/index.html.5643,tt1385826,Władcy umysłów (2011) ,der plan,http://www.imdb.com/title/tt1385826/,7.1,161299.0,6360.0,2011.0,video.movie,1,7,47,1780,385,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5513,titles03/index.html.5644,tt1385867,Cop Out: Fujary na tropie (2010) ,cop out geladen und entsichert,http://www.imdb.com/title/tt1385867/,5.7,64710.0,6420.0,2010.0,video.movie,0,0,91,1223,165,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5514,titles03/index.html.5645,tt1386683,Pewien dżentelmen (2010) ,ein mann von welt,http://www.imdb.com/title/tt1386683/,7.0,3531.0,6780.0,2010.0,video.movie,3,7,3,5,15,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,titles03/index.html.5646,tt1386703,Pamięć absolutna (2012) ,total recall,http://www.imdb.com/title/tt1386703/,6.3,157172.0,7080.0,2012.0,video.movie,0,0,69,2114,488,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5516,titles03/index.html.5649,tt1388901,Mai tian (2009) ,mai tian,http://www.imdb.com/title/tt1388901/,5.9,255.0,6480.0,2009.0,video.movie,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
